Year,Ag District,County,Commodity,Value
2012,NORTHERN,LEWIS,CORN,128.2
2012,NORTHERN,ST LAWRENCE,CORN,119.3
2012,SOUTHEAST,COLUMBIA,CORN,118.3
2012,SOUTHEAST,DELAWARE,CORN,139.3
2012,SOUTHEAST,DUTCHESS,CORN,138.9
2012,SOUTHEAST,ORANGE,CORN,110
2012,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,126.7
2012,SOUTHEAST,ULSTER,CORN,176.4
2012,SOUTHERN,BROOME,CORN,101.4
2012,SOUTHERN,CHEMUNG,CORN,124.3
2012,SOUTHERN,SCHUYLER,CORN,121.9
2012,SOUTHERN,TIOGA,CORN,138.7
2012,SOUTHERN,TOMPKINS,CORN,121
2012,SOUTHWEST,CHAUTAUQUA,CORN,137.3
2012,SOUTHWEST,OTHER (COMBINED) COUNTIES,CORN,121.8
2012,SOUTHWEST,STEUBEN,CORN,137.2
2012,WESTERN,ERIE,CORN,113
2012,WESTERN,GENESEE,CORN,142
2012,WESTERN,LIVINGSTON,CORN,153.6
2012,WESTERN,MONROE,CORN,131.5
2012,WESTERN,NIAGARA,CORN,119.2
2012,WESTERN,ONTARIO,CORN,141.2
2012,WESTERN,ORLEANS,CORN,149.1
2012,WESTERN,SENECA,CORN,132.3
2012,WESTERN,WAYNE,CORN,132.1
2012,WESTERN,WYOMING,CORN,148.5
2012,WESTERN,YATES,CORN,138.1
2011,CENTRAL,CAYUGA,CORN,141.3
2011,CENTRAL,CORTLAND,CORN,145
2011,CENTRAL,HERKIMER,CORN,137.6
2011,CENTRAL,MADISON,CORN,137.7
2011,CENTRAL,ONEIDA,CORN,130.2
2011,CENTRAL,ONONDAGA,CORN,147.5
2011,CENTRAL,OSWEGO,CORN,114.9
2011,CENTRAL,OTHER (COMBINED) COUNTIES,CORN,110.3
2011,EASTERN,ALBANY,CORN,93.3
2011,EASTERN,FULTON,CORN,101.1
2011,EASTERN,MONTGOMERY,CORN,120.3
2011,EASTERN,RENSSELAER,CORN,125.5
2011,EASTERN,SARATOGA,CORN,119.5
2011,EASTERN,SCHENECTADY,CORN,138
2011,EASTERN,SCHOHARIE,CORN,136.5
2011,EASTERN,WASHINGTON,CORN,125.6
2011,LONG ISLAND,SUFFOLK,CORN,128.3
2011,NORTHEAST,CLINTON,CORN,156.4
2011,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,127.6
2011,NORTHERN,JEFFERSON,CORN,132.6
2011,NORTHERN,LEWIS,CORN,136.7
2011,NORTHERN,ST LAWRENCE,CORN,136.4
2011,SOUTHEAST,COLUMBIA,CORN,121.2
2011,SOUTHEAST,DELAWARE,CORN,107.5
2011,SOUTHEAST,ORANGE,CORN,82.6
2011,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,141.4
2011,SOUTHERN,CHEMUNG,CORN,130.4
2011,SOUTHERN,OTHER (COMBINED) COUNTIES,CORN,118.9
2011,SOUTHERN,SCHUYLER,CORN,130.2
2011,SOUTHERN,TOMPKINS,CORN,128.8
2011,SOUTHWEST,ALLEGANY,CORN,127.6
2011,SOUTHWEST,CATTARAUGUS,CORN,143.9
2011,SOUTHWEST,CHAUTAUQUA,CORN,132.2
2011,SOUTHWEST,STEUBEN,CORN,116.8
2011,WESTERN,ERIE,CORN,121.8
2011,WESTERN,GENESEE,CORN,132.2
2011,WESTERN,LIVINGSTON,CORN,139.7
2011,WESTERN,MONROE,CORN,126.7
2011,WESTERN,NIAGARA,CORN,131.5
2011,WESTERN,ONTARIO,CORN,138.8
2011,WESTERN,ORLEANS,CORN,134.3
2011,WESTERN,SENECA,CORN,144.4
2011,WESTERN,WAYNE,CORN,138.5
2011,WESTERN,WYOMING,CORN,127.7
2011,WESTERN,YATES,CORN,135.1
2010,CENTRAL,CAYUGA,CORN,151
2010,CENTRAL,CHENANGO,CORN,129.5
2010,CENTRAL,CORTLAND,CORN,144.6
2010,CENTRAL,HERKIMER,CORN,136.1
2010,CENTRAL,MADISON,CORN,138.9
2010,CENTRAL,ONEIDA,CORN,142.2
2010,CENTRAL,ONONDAGA,CORN,146.7
2010,CENTRAL,OSWEGO,CORN,110.6
2010,CENTRAL,OTSEGO,CORN,138.9
2010,EASTERN,ALBANY,CORN,138.8
2010,EASTERN,FULTON,CORN,141.9
2010,EASTERN,MONTGOMERY,CORN,147.7
2010,EASTERN,RENSSELAER,CORN,112.9
2010,EASTERN,SARATOGA,CORN,149.2
2010,EASTERN,SCHENECTADY,CORN,149.8
2010,EASTERN,SCHOHARIE,CORN,150
2010,EASTERN,WASHINGTON,CORN,137.1
2010,LONG ISLAND,SUFFOLK,CORN,136.4
2010,NORTHEAST,CLINTON,CORN,175.2
2010,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,135.6
2010,NORTHERN,JEFFERSON,CORN,159.7
2010,NORTHERN,LEWIS,CORN,132
2010,NORTHERN,ST LAWRENCE,CORN,143.4
2010,SOUTHEAST,COLUMBIA,CORN,120.5
2010,SOUTHEAST,DELAWARE,CORN,126.4
2010,SOUTHEAST,DUTCHESS,CORN,146.5
2010,SOUTHEAST,ORANGE,CORN,118.8
2010,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,126
2010,SOUTHEAST,SULLIVAN,CORN,105.5
2010,SOUTHEAST,ULSTER,CORN,147
2010,SOUTHERN,BROOME,CORN,160.5
2010,SOUTHERN,CHEMUNG,CORN,139.5
2010,SOUTHERN,SCHUYLER,CORN,151.1
2010,SOUTHERN,TIOGA,CORN,143.1
2010,SOUTHERN,TOMPKINS,CORN,143.9
2010,SOUTHWEST,ALLEGANY,CORN,162.6
2010,SOUTHWEST,CATTARAUGUS,CORN,146.6
2010,SOUTHWEST,CHAUTAUQUA,CORN,166.6
2010,SOUTHWEST,STEUBEN,CORN,145.1
2010,WESTERN,ERIE,CORN,141.1
2010,WESTERN,GENESEE,CORN,145.6
2010,WESTERN,LIVINGSTON,CORN,165.6
2010,WESTERN,MONROE,CORN,156.9
2010,WESTERN,NIAGARA,CORN,148.7
2010,WESTERN,ONTARIO,CORN,157.1
2010,WESTERN,ORLEANS,CORN,150.8
2010,WESTERN,SENECA,CORN,168.8
2010,WESTERN,WAYNE,CORN,140.8
2010,WESTERN,WYOMING,CORN,153.2
2010,WESTERN,YATES,CORN,173.8
2009,CENTRAL,CAYUGA,CORN,141
2009,CENTRAL,CHENANGO,CORN,112
2009,CENTRAL,MADISON,CORN,135
2009,CENTRAL,ONEIDA,CORN,130
2009,CENTRAL,ONONDAGA,CORN,137
2009,CENTRAL,OTHER (COMBINED) COUNTIES,CORN,134
2009,EASTERN,MONTGOMERY,CORN,98
2009,EASTERN,OTHER (COMBINED) COUNTIES,CORN,107
2009,EASTERN,SCHOHARIE,CORN,138
2009,NORTHERN,JEFFERSON,CORN,133
2009,NORTHERN,OTHER (COMBINED) COUNTIES,CORN,124
2009,SOUTHEAST,COLUMBIA,CORN,130
2009,SOUTHEAST,GREENE,CORN,69
2009,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,115
2009,SOUTHEAST,ULSTER,CORN,117
2009,SOUTHERN,OTHER (COMBINED) COUNTIES,CORN,139
2009,SOUTHERN,TIOGA,CORN,143
2009,SOUTHWEST,CHAUTAUQUA,CORN,142
2009,SOUTHWEST,OTHER (COMBINED) COUNTIES,CORN,134
2009,SOUTHWEST,STEUBEN,CORN,134
2009,WESTERN,ERIE,CORN,128
2009,WESTERN,GENESEE,CORN,139
2009,WESTERN,OTHER (COMBINED) COUNTIES,CORN,140
2009,WESTERN,WAYNE,CORN,133
2009,WESTERN,WYOMING,CORN,131
2009,WESTERN,YATES,CORN,148
2008,CENTRAL,CAYUGA,CORN,149
2008,CENTRAL,CHENANGO,CORN,121
2008,CENTRAL,CORTLAND,CORN,122
2008,CENTRAL,HERKIMER,CORN,138
2008,CENTRAL,MADISON,CORN,139
2008,CENTRAL,ONEIDA,CORN,133
2008,CENTRAL,ONONDAGA,CORN,146
2008,CENTRAL,OSWEGO,CORN,124
2008,CENTRAL,OTSEGO,CORN,129
2008,EASTERN,MONTGOMERY,CORN,141
2008,EASTERN,OTHER (COMBINED) COUNTIES,CORN,128
2008,EASTERN,RENSSELAER,CORN,140
2008,EASTERN,SARATOGA,CORN,146
2008,EASTERN,WASHINGTON,CORN,125
2008,NORTHERN,JEFFERSON,CORN,111
2008,NORTHERN,LEWIS,CORN,141
2008,NORTHERN,ST LAWRENCE,CORN,128
2008,SOUTHEAST,COLUMBIA,CORN,142
2008,SOUTHEAST,DELAWARE,CORN,103
2008,SOUTHEAST,DUTCHESS,CORN,147
2008,SOUTHEAST,ORANGE,CORN,108
2008,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,138
2008,SOUTHEAST,ULSTER,CORN,135
2008,SOUTHERN,BROOME,CORN,86
2008,SOUTHERN,CHEMUNG,CORN,146
2008,SOUTHERN,SCHUYLER,CORN,136
2008,SOUTHERN,TIOGA,CORN,136
2008,SOUTHERN,TOMPKINS,CORN,125
2008,SOUTHWEST,ALLEGANY,CORN,142
2008,SOUTHWEST,CATTARAUGUS,CORN,106
2008,SOUTHWEST,CHAUTAUQUA,CORN,137
2008,SOUTHWEST,STEUBEN,CORN,139
2008,WESTERN,GENESEE,CORN,143
2008,WESTERN,LIVINGSTON,CORN,160
2008,WESTERN,NIAGARA,CORN,153
2008,WESTERN,ONTARIO,CORN,147
2008,WESTERN,ORLEANS,CORN,167
2008,WESTERN,OTHER (COMBINED) COUNTIES,CORN,144
2008,WESTERN,SENECA,CORN,166
2008,WESTERN,WAYNE,CORN,146
2008,WESTERN,WYOMING,CORN,146
2008,WESTERN,YATES,CORN,148
2007,CENTRAL,CAYUGA,CORN,134
2007,CENTRAL,CHENANGO,CORN,125
2007,CENTRAL,CORTLAND,CORN,127
2007,CENTRAL,HERKIMER,CORN,135
2007,CENTRAL,MADISON,CORN,136
2007,CENTRAL,ONEIDA,CORN,141
2007,CENTRAL,ONONDAGA,CORN,128
2007,CENTRAL,OSWEGO,CORN,117
2007,CENTRAL,OTSEGO,CORN,114
2007,EASTERN,ALBANY,CORN,112
2007,EASTERN,FULTON,CORN,144
2007,EASTERN,MONTGOMERY,CORN,138
2007,EASTERN,RENSSELAER,CORN,135
2007,EASTERN,SARATOGA,CORN,137
2007,EASTERN,SCHENECTADY,CORN,111
2007,EASTERN,SCHOHARIE,CORN,149
2007,EASTERN,WASHINGTON,CORN,134
2007,LONG ISLAND,SUFFOLK,CORN,117
2007,NORTHEAST,CLINTON,CORN,139
2007,NORTHEAST,FRANKLIN,CORN,123
2007,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,121
2007,NORTHERN,JEFFERSON,CORN,124
2007,NORTHERN,LEWIS,CORN,121
2007,NORTHERN,ST LAWRENCE,CORN,118
2007,SOUTHEAST,COLUMBIA,CORN,152
2007,SOUTHEAST,DELAWARE,CORN,136
2007,SOUTHEAST,DUTCHESS,CORN,133
2007,SOUTHEAST,ORANGE,CORN,126
2007,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,142
2007,SOUTHEAST,SULLIVAN,CORN,126
2007,SOUTHEAST,ULSTER,CORN,146
2007,SOUTHERN,BROOME,CORN,125
2007,SOUTHERN,CHEMUNG,CORN,117
2007,SOUTHERN,SCHUYLER,CORN,125
2007,SOUTHERN,TIOGA,CORN,134
2007,SOUTHERN,TOMPKINS,CORN,138
2007,SOUTHWEST,ALLEGANY,CORN,122
2007,SOUTHWEST,CATTARAUGUS,CORN,129
2007,SOUTHWEST,CHAUTAUQUA,CORN,127
2007,SOUTHWEST,STEUBEN,CORN,121
2007,WESTERN,ERIE,CORN,111
2007,WESTERN,GENESEE,CORN,113
2007,WESTERN,LIVINGSTON,CORN,137
2007,WESTERN,MONROE,CORN,125
2007,WESTERN,NIAGARA,CORN,112
2007,WESTERN,ONTARIO,CORN,128
2007,WESTERN,ORLEANS,CORN,128
2007,WESTERN,SENECA,CORN,123
2007,WESTERN,WAYNE,CORN,127
2007,WESTERN,WYOMING,CORN,141
2007,WESTERN,YATES,CORN,124
2006,CENTRAL,CAYUGA,CORN,126
2006,CENTRAL,CHENANGO,CORN,83
2006,CENTRAL,CORTLAND,CORN,92
2006,CENTRAL,HERKIMER,CORN,111
2006,CENTRAL,MADISON,CORN,69
2006,CENTRAL,ONEIDA,CORN,128
2006,CENTRAL,ONONDAGA,CORN,131
2006,CENTRAL,OSWEGO,CORN,127
2006,CENTRAL,OTSEGO,CORN,97
2006,EASTERN,ALBANY,CORN,64
2006,EASTERN,FULTON,CORN,116
2006,EASTERN,MONTGOMERY,CORN,138
2006,EASTERN,RENSSELAER,CORN,113
2006,EASTERN,SARATOGA,CORN,101
2006,EASTERN,SCHENECTADY,CORN,22
2006,EASTERN,SCHOHARIE,CORN,41
2006,EASTERN,WASHINGTON,CORN,94
2006,LONG ISLAND,SUFFOLK,CORN,84
2006,NORTHEAST,CLINTON,CORN,167
2006,NORTHEAST,ESSEX,CORN,127
2006,NORTHEAST,FRANKLIN,CORN,134
2006,NORTHEAST,WARREN,CORN,0
2006,NORTHERN,JEFFERSON,CORN,118
2006,NORTHERN,LEWIS,CORN,112
2006,NORTHERN,ST LAWRENCE,CORN,119
2006,SOUTHEAST,COLUMBIA,CORN,128
2006,SOUTHEAST,DELAWARE,CORN,64
2006,SOUTHEAST,DUTCHESS,CORN,134
2006,SOUTHEAST,GREENE,CORN,102
2006,SOUTHEAST,ORANGE,CORN,98
2006,SOUTHEAST,SULLIVAN,CORN,85
2006,SOUTHEAST,ULSTER,CORN,185
2006,SOUTHERN,BROOME,CORN,72
2006,SOUTHERN,CHEMUNG,CORN,116
2006,SOUTHERN,SCHUYLER,CORN,95
2006,SOUTHERN,TIOGA,CORN,112
2006,SOUTHERN,TOMPKINS,CORN,118
2006,SOUTHWEST,ALLEGANY,CORN,115
2006,SOUTHWEST,CATTARAUGUS,CORN,94
2006,SOUTHWEST,CHAUTAUQUA,CORN,129
2006,SOUTHWEST,STEUBEN,CORN,135
2006,WESTERN,ERIE,CORN,130
2006,WESTERN,GENESEE,CORN,125
2006,WESTERN,LIVINGSTON,CORN,157
2006,WESTERN,MONROE,CORN,140
2006,WESTERN,NIAGARA,CORN,128
2006,WESTERN,ONTARIO,CORN,132
2006,WESTERN,ORLEANS,CORN,136
2006,WESTERN,SENECA,CORN,126
2006,WESTERN,WAYNE,CORN,122
2006,WESTERN,WYOMING,CORN,140
2006,WESTERN,YATES,CORN,132
2005,CENTRAL,CAYUGA,CORN,152
2005,CENTRAL,CHENANGO,CORN,124
2005,CENTRAL,CORTLAND,CORN,91
2005,CENTRAL,HERKIMER,CORN,128
2005,CENTRAL,MADISON,CORN,127
2005,CENTRAL,ONEIDA,CORN,145
2005,CENTRAL,ONONDAGA,CORN,136
2005,CENTRAL,OSWEGO,CORN,139
2005,CENTRAL,OTSEGO,CORN,105
2005,EASTERN,ALBANY,CORN,102
2005,EASTERN,FULTON,CORN,116
2005,EASTERN,MONTGOMERY,CORN,98
2005,EASTERN,RENSSELAER,CORN,88
2005,EASTERN,SARATOGA,CORN,104
2005,EASTERN,SCHENECTADY,CORN,98
2005,EASTERN,SCHOHARIE,CORN,118
2005,EASTERN,WASHINGTON,CORN,107
2005,LONG ISLAND,SUFFOLK,CORN,83
2005,NORTHEAST,CLINTON,CORN,164
2005,NORTHEAST,ESSEX,CORN,109
2005,NORTHEAST,FRANKLIN,CORN,161
2005,NORTHEAST,WARREN,CORN,0
2005,NORTHERN,JEFFERSON,CORN,113
2005,NORTHERN,LEWIS,CORN,126
2005,NORTHERN,ST LAWRENCE,CORN,126
2005,SOUTHEAST,COLUMBIA,CORN,150
2005,SOUTHEAST,DELAWARE,CORN,116
2005,SOUTHEAST,DUTCHESS,CORN,141
2005,SOUTHEAST,GREENE,CORN,113
2005,SOUTHEAST,ORANGE,CORN,72
2005,SOUTHEAST,SULLIVAN,CORN,81
2005,SOUTHEAST,ULSTER,CORN,141
2005,SOUTHERN,BROOME,CORN,134
2005,SOUTHERN,CHEMUNG,CORN,129
2005,SOUTHERN,SCHUYLER,CORN,112
2005,SOUTHERN,TIOGA,CORN,78
2005,SOUTHERN,TOMPKINS,CORN,99
2005,SOUTHWEST,ALLEGANY,CORN,105
2005,SOUTHWEST,CATTARAUGUS,CORN,58
2005,SOUTHWEST,CHAUTAUQUA,CORN,62
2005,SOUTHWEST,STEUBEN,CORN,116
2005,WESTERN,ERIE,CORN,139
2005,WESTERN,GENESEE,CORN,146
2005,WESTERN,LIVINGSTON,CORN,113
2005,WESTERN,MONROE,CORN,92
2005,WESTERN,NIAGARA,CORN,166
2005,WESTERN,ONTARIO,CORN,152
2005,WESTERN,ORLEANS,CORN,126
2005,WESTERN,SENECA,CORN,138
2005,WESTERN,WAYNE,CORN,120
2005,WESTERN,WYOMING,CORN,89
2005,WESTERN,YATES,CORN,138
2004,CENTRAL,CAYUGA,CORN,124
2004,CENTRAL,CHENANGO,CORN,136
2004,CENTRAL,CORTLAND,CORN,106
2004,CENTRAL,HERKIMER,CORN,124
2004,CENTRAL,MADISON,CORN,92
2004,CENTRAL,ONEIDA,CORN,129
2004,CENTRAL,ONONDAGA,CORN,124
2004,CENTRAL,OSWEGO,CORN,89
2004,CENTRAL,OTSEGO,CORN,115
2004,EASTERN,ALBANY,CORN,91
2004,EASTERN,FULTON,CORN,126
2004,EASTERN,MONTGOMERY,CORN,126
2004,EASTERN,RENSSELAER,CORN,123
2004,EASTERN,SARATOGA,CORN,119
2004,EASTERN,SCHENECTADY,CORN,112
2004,EASTERN,SCHOHARIE,CORN,154
2004,EASTERN,WASHINGTON,CORN,114
2004,LONG ISLAND,SUFFOLK,CORN,151
2004,NORTHEAST,CLINTON,CORN,163
2004,NORTHEAST,ESSEX,CORN,150
2004,NORTHEAST,FRANKLIN,CORN,122
2004,NORTHEAST,WARREN,CORN,0
2004,NORTHERN,JEFFERSON,CORN,114
2004,NORTHERN,LEWIS,CORN,144
2004,NORTHERN,ST LAWRENCE,CORN,134
2004,SOUTHEAST,COLUMBIA,CORN,138
2004,SOUTHEAST,DELAWARE,CORN,97
2004,SOUTHEAST,DUTCHESS,CORN,129
2004,SOUTHEAST,GREENE,CORN,86
2004,SOUTHEAST,ORANGE,CORN,104
2004,SOUTHEAST,SULLIVAN,CORN,86
2004,SOUTHEAST,ULSTER,CORN,103
2004,SOUTHERN,BROOME,CORN,114
2004,SOUTHERN,CHEMUNG,CORN,125
2004,SOUTHERN,SCHUYLER,CORN,81
2004,SOUTHERN,TIOGA,CORN,116
2004,SOUTHERN,TOMPKINS,CORN,120
2004,SOUTHWEST,ALLEGANY,CORN,99
2004,SOUTHWEST,CATTARAUGUS,CORN,94
2004,SOUTHWEST,CHAUTAUQUA,CORN,86
2004,SOUTHWEST,STEUBEN,CORN,109
2004,WESTERN,ERIE,CORN,119
2004,WESTERN,GENESEE,CORN,136
2004,WESTERN,LIVINGSTON,CORN,125
2004,WESTERN,MONROE,CORN,117
2004,WESTERN,NIAGARA,CORN,123
2004,WESTERN,ONTARIO,CORN,118
2004,WESTERN,ORLEANS,CORN,131
